"CAPITAL","city","agree","attendevent","EX14","IM14","EX15","IM15","date","V24","V25","V26"
15.4249484703984,"2",0,0,0,0,0,0,0,"0","0","0"
19.8681877892402,"3",0,1.6094379124341,7.66340766489348,5.4553211153577,7.69621263934641,5.42934562895444,13.4168239240029,"1","1","0"
21.1759783324541,"3",0,3.29583686600433,5.12989871492307,4.76217393479776,5.04342511691925,4.35670882668959,13.416376864085,"0","1","0"
0,"3",0,0.693147180559945,3.09104245335832,4.969813299576,2.99573227355399,4.82028156560504,13.4162277996874,"1","1","0"
19.1138279245123,"3",0,1.79175946922805,0,4.17438726989564,0,4.17438726989564,13.0611281942332,"1","1","0"
20.4850086478222,"3",0,1.09861228866811,5.19849703126583,3.91202300542815,4.91998092582813,3.76120011569356,13.2899113400897,"1","1","0"
20.8230079991732,"2",0,2.07944154167984,6.78219205600679,5.17048399503815,6.88448665204278,5.06890420222023,13.5807042604503,"1","1","0"
18.2608171095656,"3",0,3.36729582998647,4.75359019110636,0,4.66343909411207,0,0,"0","0","0"
18.5034029355236,"2",0,0,0,0,0,0,13.2899130315603,"0","1","0"
19.4686486504509,"2",0,1.09861228866811,3.85014760171006,0.693147180559945,3.97029191355212,0.693147180559945,13.3053530442964,"0","1","0"
0,"3",0,0,0,0,0,0,13.4165259062657,"0","1","0"
0,"3",0,2.89037175789616,7.99564360428727,7.22693601849329,5.71042701737487,6.58892647753352,13.4162277996874,"1","0","0"
17.7275335633924,"3",0,0.693147180559945,4.70048036579242,3.09104245335832,4.77912349311153,2.83321334405622,13.3710982592921,"1","1","1"
0,"3",0,2.30258509299405,8.53483662658883,8.31287139434261,7.85088266480985,7.62168499872461,13.3851906116079,"1","1","0"
0,"3",0,1.79175946922805,5.70044357339069,6.37842618365159,5.88332238848828,6.11146733950268,13.3709422897932,"1","1","1"
0,"3",0,1.79175946922805,7.77359446736019,7.35179986905778,7.63964228785801,7.07157336421153,13.416376864085,"0","1","0"
0,"3",0,2.07944154167984,6.56103066589657,7.30114780585603,6.34388043412633,7.28961052145117,13.4166749262361,"1","1","0"
17.7275335633924,"3",0,1.38629436111989,0.693147180559945,1.79175946922805,0,2.19722457733622,13.1995114380882,"1","1","0"
0,"3",0,1.38629436111989,7.52671756135271,7.13886699994552,2.99573227355399,6.7202201551353,13.3225264895224,"1","0","0"
19.7122055291153,"3",0,2.63905732961526,4.54329478227,7.14834574390007,3.3322045101752,6.59441345974978,13.4001481325977,"1","0","0"
17.2167079396264,"3",0,0,0,3.58351893845611,0,3.3322045101752,13.2539195706062,"1","1","0"
18.1773344853206,"3",0,0,0,0,0,0,13.3865736292958,"1","1","0"
18.4206807439524,"3",0,0.693147180559945,0,0.693147180559945,0,1.09861228866811,13.4001481325977,"0","1","0"
19.1468757785585,"3",0,0,0,1.38629436111989,0,0.693147180559945,13.4001481325977,"1","1","1"
20.046192300443,"2",0,0,4.85981240436167,1.09861228866811,4.83628190695148,1.79175946922805,13.4001481325977,"0","1","0"
18.4206807439524,"2",0,3.36729582998647,5.21493575760899,0.693147180559945,5.19295685089021,0,13.4007539169479,"1","1","0"
18.6030023007463,"3",0,0,0,3.8286413964891,0,3.85014760171006,13.4013593345456,"0","1","1"
21.1287309450546,"2",0,2.484906649788,4.4188406077966,6.29156913955832,4.58496747867057,6.16961073249146,13.4013593345456,"1","0","0"
20.7415967936311,"2",0,1.38629436111989,4.66343909411207,5.18738580584075,3.68887945411394,5.05624580534831,13.4151837262747,"0","1","0"
18.4206807439524,"3",0,1.38629436111989,5.42053499927229,2.83321334405622,5.52942908751142,2.89037175789616,13.5283630092959,"0","1","0"
15.6072700271923,"2",0,1.6094379124341,0,0.693147180559945,0,0.693147180559945,13.4160787130663,"1","0","0"
17.3990294964204,"1",0,2.70805020110221,0,3.46573590279973,0,3.3322045101752,13.629812105872,"1","1","0"
17.0343863828325,"3",0,1.94591014905531,0,1.09861228866811,0,1.09861228866811,13.4165259062657,"1","0","0"
19.0868163752655,"2",0,1.79175946922805,2.70805020110221,3.61091791264422,3.13549421592915,3.04452243772342,13.6056693863721,"0","1","0"
18.1975371926382,"2",0,0.693147180559945,4.20469261939097,2.99573227355399,3.63758615972639,1.09861228866811,13.4165259062657,"1","0","0"
19.6604661237842,"2",0,2.56494935746154,4.59511985013459,2.94443897916644,4.21950770517611,2.89037175789616,13.5279631431124,"0","1","0"
0,"3",0,2.19722457733622,8.1789193328484,6.85856503479136,7.91862865334224,6.38012253689976,13.4168239240029,"1","0","0"
19.7235934961332,"2",0,0.693147180559945,1.38629436111989,1.09861228866811,0.693147180559945,1.6094379124341,13.4168239240029,"1","1","0"
20.3948243235734,"3",0,1.38629436111989,4.57471097850338,3.85014760171006,4.54329478227,3.91202300542815,13.4168239240029,"1","1","0"
0,"2",0,1.94591014905531,7.19967834569117,5.29831736654804,7.42297125104942,5.4249500174814,13.4874244591869,"1","1","0"
18.4206807439524,"3",0,0,1.79175946922805,3.25809653802148,1.38629436111989,3.04452243772342,13.43014362171,"1","0","0"
21.2040597906865,"3",0,2.39789527279837,0,2.07944154167984,0.693147180559945,2.99573227355399,13.4304376092265,"1","0","0"
17.3708586194537,"2",0,1.09861228866811,0,2.63905732961526,0,2.63905732961526,13.6655024524819,"0","1","0"
14.9141228466324,"3",0,2.39789527279837,0,0,0,0,13.4304376092265,"1","0","0"
0,"3",0,2.56494935746154,5.95583736946483,7.91935619066062,5.86929691313377,7.58069975222456,13.6421447782128,"0","1","0"
19.1907889656484,"2",0,2.30258509299405,6.56244409369372,5.99893656194668,6.71417052990947,6.13772705408623,13.6426061205846,"0","1","0"
0,"3",0,1.6094379124341,9.1756454021793,7.44132038971762,8.84577725518844,6.42324696353352,13.4308784285109,"1","1","0"
18.5946340510758,"2",1,1.79175946922805,2.77258872223978,2.99573227355399,2.63905732961526,2.89037175789616,13.445027867186,"0","1","0"
15.4249484703984,"3",0,0,0,0,0.693147180559945,0,13.4314761628659,"0","1","0"
0,"3",0,1.94591014905531,0,0,0,0,13.444593242673,"0","0","1"
20.9701259148779,"1",0,1.38629436111989,5.3890717298165,5.44241771052179,5.12989871492307,5.24702407216049,13.444593242673,"0","1","0"
18.8261458520605,"2",0,4.06044301054642,0,1.94591014905531,0,1.94591014905531,13.4447381385004,"1","1","0"
20.3528767106009,"2",0,1.09861228866811,6.29710931993394,5.04342511691925,5.12396397940326,4.95582705760126,13.4451727000564,"1","1","0"
20.778422889398,"3",0,1.38629436111989,3.89182029811063,5.77144112313002,2.56494935746154,5.46806014113513,13.4451727000564,"0","1","0"
20.5229839547755,"2",0,3.04452243772342,5.16478597392351,4.17438726989564,4.85981240436167,3.8286413964891,13.4450409030034,"0","1","0"
20.0414541660502,"3",0,1.09861228866811,5.25749537202778,2.89037175789616,4.99043258677874,1.6094379124341,13.4456070728506,"1","1","0"
16.1180956509583,"3",0,2.56494935746154,1.6094379124341,0,2.07944154167984,0,13.4456070728506,"1","0","0"
18.9214560318649,"2",0,2.77258872223978,4.53259949315326,4.77068462446567,4.29045944114839,4.18965474202643,13.4453247519976,"0","1","0"
18.4976417850885,"3",0,0,2.89037175789616,2.39789527279837,2.70805020110221,2.07944154167984,13.4457518218633,"1","0","0"
21.1287309450546,"3",0,2.39789527279837,4.21950770517611,3.71357206670431,3.98898404656427,3.49650756146648,13.446041257047,"1","1","0"
20.4696115304272,"3",0,1.79175946922805,3.87120101090789,2.484906649788,4.30406509320417,3.13549421592915,13.4461859432302,"1","1","0"
16.9935643883122,"2",0,1.6094379124341,0,0,0,0,13.4446033860643,"0","1","0"
17.1477150681395,"3",0,1.6094379124341,2.19722457733622,0,1.94591014905531,0,13.459265521602,"0","1","0"
0,"2",0,3.40119738166216,6.09582456243222,5.06890420222023,6.54965074223381,5.30826769740121,13.4602645925492,"1","1","0"
18.0350182631404,"3",0,3.25809653802148,4.04305126783455,0,3.80666248977032,0,13.4595767678746,"1","0","0"
20.2197352065618,"2",0,2.07944154167984,5.36129216570943,5.8664680569333,5.39362754635236,5.53338948872752,13.4591398534543,"0","1","0"
0,"2",0,3.91202300542815,6.48463523563525,5.15329159449778,6.29156913955832,4.72738781871234,13.4599820994171,"1","0","1"
20.7418636603264,"2",0,1.38629436111989,4.62497281328427,4.40671924726425,4.53259949315326,4.71849887129509,13.5803096074868,"1","1","0"
20.0261106349889,"2",0,1.6094379124341,1.6094379124341,5.23110861685459,1.09861228866811,4.54329478227,13.4589956012269,"1","0","0"
19.8094719852708,"1",0,2.70805020110221,4.60517018598809,0.693147180559945,4.84418708645859,0.693147180559945,13.4446207744958,"0","1","0"
15.4249484703984,"3",0,3.09104245335832,0,1.79175946922805,0,2.83321334405622,13.4734638126005,"0","0","1"
19.7031236723979,"3",0,0.693147180559945,0,4.11087386417331,0,4.26267987704132,13.4734638126005,"1","1","0"
20.2271247490227,"2",0,1.38629436111989,0,0,0,0,13.4734750751459,"0","1","0"
20.8904094560628,"2",0,2.07944154167984,4.75359019110636,2.484906649788,4.91265488573605,2.89037175789616,13.676740323684,"1","1","0"
19.6296410897893,"3",0,1.94591014905531,4.85981240436167,5.88332238848828,4.57471097850338,5.7268477475872,13.4737509678929,"1","1","0"
19.197709868263,"2",0,1.09861228866811,4.00733318523247,0.693147180559945,2.99573227355399,0,13.4886814763097,"1","1","0"
20.1300961093251,"2",0,1.79175946922805,5.60947179518496,4.52178857704904,5.37063802812766,4.11087386417331,13.4740267845441,"1","1","0"
17.6441519544534,"2",0,1.79175946922805,2.63905732961526,3.04452243772342,2.56494935746154,2.94443897916644,13.5676951438444,"1","1","0"
20.9011701520774,"2",0,3.04452243772342,6.73933662735717,5.29330482472449,6.74875954749168,5.23644196282995,13.4308857738529,"1","1","0"
20.0564392114518,"3",0,1.09861228866811,2.30258509299405,2.07944154167984,2.30258509299405,1.09861228866811,13.5550739344027,"0","1","0"
18.0640058000136,"3",0,0,4.80402104473326,0.693147180559945,4.77912349311153,0,13.4874258474945,"1","0","0"
15.4249484703984,"3",0,1.79175946922805,2.39789527279837,0,3.17805383034795,0,13.4877145735759,"1","0","0"
18.4206807439524,"2",0,1.09861228866811,0,0,0,0,13.4878727823202,"1","1","0"
17.1828063879507,"3",0,2.07944154167984,5.23110861685459,0,5.06259503302697,0,13.4881308586539,"0","1","1"
18.3153202282945,"3",0,1.09861228866811,2.07944154167984,3.25809653802148,1.79175946922805,3.3322045101752,13.4881433445293,"1","1","0"
20.0003114837035,"3",0,2.30258509299405,4.27666611901606,3.09104245335832,3.98898404656427,3.04452243772342,13.4884027380078,"1","1","0"
18.4206807439524,"2",0,1.6094379124341,4.35670882668959,0,4.36944785246702,0,13.4884124466177,"0","1","0"
17.0343863828325,"2",0,1.09861228866811,0,1.09861228866811,0,1.38629436111989,13.4885649981111,"1","0","0"
18.0640058000136,"2",0,0,1.09861228866811,3.13549421592915,1.6094379124341,3.78418963391826,13.5009504867042,"1","0","0"
20.7291862765061,"2",0,0,0,1.09861228866811,0,0,13.5012298576285,"1","1","0"
0,"2",0,1.94591014905531,9.44541249415567,8.60520406873895,9.31433996199467,8.50815244676409,13.5013654065711,"1","1","0"
0,"2",0,2.70805020110221,6.72982407048948,7.00033446027523,6.84906628263346,6.82328612235569,13.5804475007437,"0","1","0"
20.2230355504936,"2",0,2.30258509299405,6.22653666928747,2.39789527279837,5.57972982598622,2.39789527279837,13.5015146260781,"0","1","0"
20.1186202557762,"2",0,1.38629436111989,0,5.14166355650266,0,5.04342511691925,13.5016432929119,"1","1","0"
19.1138279245123,"2",0,1.79175946922805,4.0943445622221,3.55534806148941,3.3322045101752,2.484906649788,13.5937647793105,"1","1","0"
0,"3",0,2.30258509299405,0,0,0,0,13.5019142603906,"1","0","1"
20.3568731713846,"2",1,2.39789527279837,6.53524127101366,2.77258872223978,6.59304453414244,3.13549421592915,13.5019128920525,"0","1","0"
17.2167079396264,"3",0,0.693147180559945,0,0,0,0,13.5019347852383,"1","0","0"
18.4206807439524,"2",0,2.56494935746154,4.89783979995091,1.09861228866811,4.45434729625351,0.693147180559945,13.5020661342891,"1","0","0"
18.1975371926382,"2",0,0,2.30258509299405,0,1.94591014905531,0,13.5023246773253,"0","1","0"
0,"2",0,1.6094379124341,6.10255859461357,5.17048399503815,5.7037824746562,5.32300997913841,13.4457894531749,"0","1","0"
15.4447510976946,"2",0,3.17805383034795,0,0,0,0,13.5024628131349,"0","1","0"
18.1975371926382,"2",0,1.38629436111989,4.969813299576,2.99573227355399,5.04985600724954,3.04452243772342,13.5420140594711,"1","1","0"
17.1477150681395,"2",0,2.07944154167984,3.04452243772342,0,3.04452243772342,0,13.7332413735298,"1","0","0"
19.7918614672622,"3",0,1.6094379124341,5.26785815906333,5.20948615284142,5.15905529921453,5.15329159449778,13.515082263128,"0","1","0"
18.4694709081218,"2",0,2.70805020110221,2.56494935746154,0,2.99573227355399,0,13.5150984682415,"1","1","0"
17.1477150681395,"3",0,3.13549421592915,2.07944154167984,0,2.56494935746154,0,13.5153874153419,"1","0","0"
16.9065530113226,"2",0,0,0,0,0,0,13.7110451970914,"1","1","1"
18.9394745373675,"1",0,1.6094379124341,5.37527840768417,1.6094379124341,5.44673737166631,1.38629436111989,13.7001142966944,"0","1","0"
19.6856486708626,"2",0,0,4.39444915467244,4.21950770517611,4.11087386417331,4.36944785246702,13.7003376130555,"1","1","0"
19.5331959377895,"2",0,1.94591014905531,1.09861228866811,0,0,0,13.7002422327715,"0","1","0"
19.6899074384784,"2",0,1.09861228866811,5.71702770140622,3.97029191355212,5.92692602597041,4.27666611901606,13.7001300090241,"1","1","0"
20.82188583326,"2",0,1.79175946922805,6.75110146893676,6.59167373200866,6.99942246750796,6.95177216439891,13.700106440437,"0","1","0"
15.4249484703984,"2",0,1.38629436111989,2.56494935746154,0.693147180559945,2.63905732961526,0.693147180559945,13.700106440437,"1","0","0"
16.5235607590665,"1",0,1.38629436111989,2.30258509299405,0.693147180559945,2.07944154167984,0,13.7001255198123,"1","0","0"
18.2928473724425,"2",0,1.38629436111989,0,0,0,0,13.7002153002207,"1","1","0"
19.1138279245123,"2",0,0.693147180559945,0,0,0,0,13.7102744790083,"0","0","1"
20.4329135359388,"2",0,1.09861228866811,6.26530121273771,6.13772705408623,6.00635315960173,5.8348107370626,13.7001255198123,"0","1","0"
15.6072700271923,"2",0,2.39789527279837,0,0,0,0,13.7107165484782,"1","0","0"
15.4249484703984,"2",0,1.94591014905531,0,0,0,0,13.710386680972,"1","0","0"
19.9882544522878,"2",0,3.04452243772342,3.71357206670431,2.99573227355399,3.71357206670431,2.39789527279837,13.7104910952524,"0","1","0"
15.4249484703984,"2",0,1.38629436111989,1.09861228866811,0,0,0,13.7003252702371,"0","1","0"
15.4249484703984,"2",0,1.6094379124341,0,0,0,0,13.7002366218832,"1","0","1"
17.2494977624494,"2",0,0.693147180559945,0,0,0,0,13.7001344982158,"1","0","1"
18.9394745373675,"2",0,1.38629436111989,3.97029191355212,1.09861228866811,4.07753744390572,0,13.7002455992893,"1","1","0"
21.4735849231997,"1",0,1.79175946922805,5.74939298590825,5.99396142730657,5.62040086571715,5.71702770140622,13.7002298887757,"1","1","1"
17.7275335633924,"2",0,0.693147180559945,3.13549421592915,0,3.17805383034795,0,13.7002186668292,"0","1","0"
21.4016749081614,"2",0,2.39789527279837,0,0,0,0,13.7003488336673,"0","1","1"
15.4249484703984,"2",0,0,0,0,0,0,13.7002444771179,"1","0","0"
17.2167079396264,"3",0,1.6094379124341,0,0,0,0,13.7112805141934,"1","0","0"
20.0400689872396,"3",0,1.09861228866811,5.52942908751142,4.8283137373023,5.86078622346587,4.89783979995091,13.7001142966944,"1","1","0"
19.1375932780626,"2",1,3.73766961828337,5.4510384535657,3.04452243772342,5.55682806169954,2.99573227355399,13.8061942960469,"1","1","0"
18.7783551882242,"3",0,2.83321334405622,5.5834963087817,2.07944154167984,5.16478597392351,1.09861228866811,13.7002231556229,"1","0","1"
19.0084674088545,"3",0,1.6094379124341,0,2.30258509299405,0,1.94591014905531,13.7102622582322,"1","1","1"
14.9141228466324,"2",0,1.38629436111989,0,0,0,0,13.7002433549453,"0","0","1"
20.4820619247081,"3",0,1.79175946922805,6.85646198459459,6.24804287450843,6.78219205600679,6.09582456243222,13.7003320027024,"1","0","1"
16.5235607590665,"2",0,0,4.46590811865458,3.40119738166216,4.27666611901606,3.55534806148941,13.7112638662187,"0","1","0"
16.9457737244759,"3",1,3.58351893845611,0.693147180559945,0,1.09861228866811,0.693147180559945,13.7003421013154,"1","0","1"
20.5452151470031,"2",0,2.07944154167984,6.4425401664682,4.66343909411207,6.57786135772105,4.85981240436167,13.700339857188,"0","1","0"
18.6030023007463,"3",0,2.70805020110221,3.3322045101752,0.693147180559945,3.40119738166216,0.693147180559945,13.710930848509,"0","1","0"
21.0644993634729,"2",0,1.38629436111989,7.8815599170569,6.98193467715639,6.86693328446188,6.12468339089421,13.7103800158605,"0","1","0"
20.059677458628,"3",0,0,0,0,0,0,13.7104844308368,"1","0","1"
19.1138279245123,"3",0,0.693147180559945,0,3.93182563272433,0,3.58351893845611,13.7105133096502,"1","1","0"
16.1180956509583,"2",0,2.07944154167984,0.693147180559945,1.38629436111989,1.38629436111989,1.6094379124341,13.7106010516975,"1","1","0"
20.8376332682842,"2",0,2.30258509299405,4.12713438504509,0,3.36729582998647,0,13.7102733680349,"0","1","0"
16.8112428315183,"3",0,0,0,0,0,0,13.7221894985476,"1","0","0"
17.9098551201864,"1",0,2.07944154167984,0,2.07944154167984,0,1.94591014905531,13.7217711438613,"1","1","0"
17.1810807619833,"2",0,0,0,3.04452243772342,0,2.83321334405622,13.7003376130555,"1","0","0"
16.5880992802041,"2",0,1.94591014905531,0,0,0,0,13.7003432233772,"1","1","1"
19.8069751050723,"2",0,0,1.09861228866811,2.56494935746154,1.6094379124341,2.83321334405622,13.7218864559316,"0","1","0"
19.3997584639253,"2",0,0.693147180559945,4.0943445622221,3.3322045101752,4.14313472639153,3.09104245335832,13.7003488336673,"1","0","0"
16.3004172077523,"3",0,0,0,0,0,0,13.7103822375693,"1","0","0"
17.3990294964204,"1",0,2.63905732961526,3.2188758248682,0,2.56494935746154,0,13.7103733507046,"1","1","0"
17.9898978278599,"2",0,0,0,2.77258872223978,0,2.89037175789616,13.710374461567,"1","0","0"
15.6072700271923,"2",0,1.38629436111989,2.77258872223978,0,3.04452243772342,0,13.7102789228899,"1","0","0"
18.5159909237567,"2",0,1.94591014905531,0.693147180559945,0,0,0,13.7106121577369,"1","1","0"
20.461901072812,"2",0,1.38629436111989,6.26530121273771,2.77258872223978,6.17170059741091,2.94443897916644,13.7107132170271,"0","1","0"
17.2167079396264,"2",0,1.79175946922805,4.04305126783455,1.38629436111989,3.73766961828337,0.693147180559945,13.7102711460842,"0","1","0"
17.1423076170502,"2",0,1.09861228866811,2.19722457733622,0,1.94591014905531,0,13.7105055346671,"0","1","1"
16.3004172077523,"2",0,1.38629436111989,2.56494935746154,0,2.39789527279837,0,13.7103900135111,"1","0","0"
16.1180956509583,"2",0,0,2.83321334405622,0,2.30258509299405,0,13.710402232726,"1","1","0"
17.0343863828325,"1",1,0,1.38629436111989,0,2.39789527279837,0,13.7105133096502,"1","1","0"
15.4249484703984,"3",0,1.09861228866811,0,0,0,0.693147180559945,13.7331078176031,"1","0","0"
16.2134058307626,"2",0,0,0,0,0,0,13.710492205984,"1","0","0"
17.8081914664099,"2",0,0.693147180559945,1.94591014905531,0,1.79175946922805,0,13.710512198942,"0","1","0"
13.8155105579643,"1",0,1.79175946922805,0,0,0,0,13.710507756097,"0","1","0"
19.3077486171496,"2",0,0,3.85014760171006,1.6094379124341,3.71357206670431,2.56494935746154,13.7108409147103,"0","1","0"
19.2312342225453,"2",0,1.94591014905531,4.82028156560504,2.89037175789616,4.91998092582813,3.98898404656427,13.7107254322934,"0","1","0"
18.5819488915485,"2",0,0,0,2.484906649788,0,3.29583686600433,13.710722100872,"0","1","0"
18.3372991350133,"2",0,2.30258509299405,4.07753744390572,0,3.8286413964891,0,13.7107387578683,"1","1","0"
18.8902675988597,"2",1,3.66356164612965,4.23410650459726,0.693147180559945,4.18965474202643,0,13.7106054941281,"1","1","0"
15.4249484703984,"3",0,1.09861228866811,0,0,0,0,13.7106066047326,"1","0","0"
17.014183675515,"2",0,2.39789527279837,1.38629436111989,0,1.38629436111989,0,13.710613268334,"1","0","1"
15.4249484703984,"2",0,1.38629436111989,0,0,0,0,13.7106077153359,"1","0","0"
16.5235607590665,"2",0,0,2.56494935746154,2.39789527279837,2.30258509299405,3.2188758248682,13.7110574083032,"0","1","0"
20.8548176464886,"2",0,2.63905732961526,5.76205138278018,4.969813299576,5.35185813347607,4.23410650459726,13.7216525232867,"0","1","0"
0,"1",0,3.04452243772342,11.0700699676435,8.41072094690572,10.9911568511613,8.98857087621512,13.7434838031898,"1","1","0"
21.3604725734047,"2",0,2.484906649788,5.48479693349065,4.34380542185368,5.38449506278909,4.72738781871234,13.7329069072068,"0","1","0"
0,"2",0,2.39789527279837,6.29894924685594,6.29710931993394,6.07073772800249,6.07534603108868,13.7331165047098,"1","1","0"
19.7726253495199,"2",0,0,4.97673374242057,4.00733318523247,4.85981240436167,3.40119738166216,13.7649611973157,"0","1","0"
19.9682432526684,"1",0,2.63905732961526,0,0,0,0,13.710723211347,"0","1","1"
19.2064071058054,"2",0,2.63905732961526,3.58351893845611,0,3.46573590279973,1.09861228866811,13.7107365369515,"1","1","0"
18.4803291717994,"2",0,0,3.04452243772342,1.38629436111989,2.83321334405622,0.693147180559945,13.7115168855283,"1","1","0"
16.1180956509583,"2",0,1.38629436111989,1.38629436111989,0,1.09861228866811,0,13.7108287008545,"0","1","0"
17.8515195431734,"3",0,0.693147180559945,0,3.98898404656427,0,3.78418963391826,13.7108453560753,"1","1","0"
17.1477150681395,"3",0,1.09861228866811,0,0,0,0,13.7114835971712,"0","0","1"
19.5192930326205,"2",0,2.19722457733622,5.23110861685459,4.89034912822175,5.28826703069454,4.88280192258637,13.7108398043659,"1","1","1"
17.3120181194308,"2",0,3.09104245335832,2.99573227355399,1.6094379124341,2.70805020110221,1.38629436111989,13.7109397304207,"0","1","0"
18.9729093134538,"2",0,1.79175946922805,3.97029191355212,1.6094379124341,4.02535169073515,1.79175946922805,13.7108464664135,"1","1","0"
