"BAN_1","BAN","CAPITAL","city","agree","attendevent","EX14","IM14","EX15","IM15","設立日期","行業代號","名稱","行業代號_1","名稱_1","行業代號_2","名稱_2","行業代號_3","名稱_3"
12645358,"CE5285A0A5",1.68e+08,2,FALSE,4,53,3,59,1,891130,464999,"未分類其他機械器具批發",293999,"未分類其他通用機械設備製造",NA,NA,NA,NA
12646223,"1830B9DA3F",2117675630,1,FALSE,6,314,401,276,304,891116,269999,"其他未分類電子零組件製造",740999,"未分類其他專門設計服務",760999,"其他未分類專業、科學及技術服務","451099","其他商品經紀"
12648030,"4EC0A4E708",5e+07,2,FALSE,2,23,0,24,0,891106,281099,"其他發電、輸電、配電機械製造",293999,"未分類其他通用機械設備製造",NA,NA,NA,NA
12649951,"3.20E+103",1970739930,2,FALSE,11,0,0,0,0,891222,261111,"磊晶矽晶圓製造",261199,"其他積體電路製造",620199,"其他電腦軟體設計","620211","系統整合"
12651843,"423BAF9CA8",5e+06,2,FALSE,1,0,0,0,0,891129,462199,"其他化學原料批發",456213,"廚具批發",464499,"其他辦公用機械器具批發","456999","未分類其他家庭器具及用品批發"
12652097,"1A570ADFE7",3e+07,3,FALSE,5,0,0,0,0,901018,483111,"電腦及電腦週邊設備零售",451099,"其他商品經紀",NA,NA,NA,NA
12654530,"AEF47D59E8",5.05e+08,3,FALSE,3,252,125,351,134,891013,455112,"人造纖維織品批發",185099,"其他人造纖維製造",112299,"其他人造纖維梭織布製造",NA,NA
12658515,"FA20B9B767",204810000,2,TRUE,42,233,21,259,20,990727,272915,"區域網路及寬頻網路設備製造",269911,"電子連接器（線）製造",464999,"未分類其他機械器具批發",NA,NA
12662166,"331228D9CE",1.43e+08,3,FALSE,17,266,8,175,3,891110,474112,"家電（視聽設備除外）零售",464211,"電子器材、電子設備批發",464299,"其他電子設備及其零組件批發","774099","其他非金融性無形資產租賃"
12664093,"98FFC71F23",1.8e+08,3,FALSE,5,0,10,0,7,900101,639900,"未分類其他資訊供應服務",464915,"醫療機械設備批發",271999,"未分類其他電腦週邊設備製造","271100","電腦製造"
12666374,"97BBBC3752",3e+06,2,FALSE,4,0,0,0,0,891128,740911,"企業識別設計",NA,NA,NA,NA,NA,NA
12666487,"EB49BB02B2",785681400,3,FALSE,6,950,517,882,444,891207,464499,"其他辦公用機械器具批發",464211,"電子器材、電子設備批發",731013,"公開展示廣告",NA,NA
12668817,"76ED8DF999",1.5e+07,2,FALSE,0,87,30,72,35,901003,184199,"其他合成樹脂及塑膠製造",NA,NA,NA,NA,NA,NA
12672208,"9360CB067A",22880000,3,TRUE,36,2,1,3,2,891216,433199,"其他機電、電信及電路設備安裝",639900,"未分類其他資訊供應服務",NA,NA,NA,NA
12673109,"F8D3ACBA20",836900000,2,FALSE,8,628,106,719,129,891214,272999,"未分類其他通訊傳播設備製造",NA,NA,NA,NA,NA,NA
12678694,"5475F988FB",1.2e+08,3,FALSE,15,28,2,30,2,900703,289099,"未分類其他電力設備製造",284299,"其他照明器具製造",283299,"其他配線器材製造",NA,NA
12684345,"C8FDC6F5CF",1406681700,2,FALSE,4,2648,1077,960,457,900207,263000,"印刷電路板製造",NA,NA,NA,NA,NA,NA
12687130,"584FA93960",5.15e+08,3,FALSE,0,0,0,0,0,900301,471911,"百貨公司",474513,"金（銀）條、金（銀）塊、金（銀）錠及金（銀）幣零售",455312,"鞋類及其配件（真皮鞋類及其配件除外）批發","740999","未分類其他專門設計服務"
12696551,"77D7D83316",2e+08,3,FALSE,2,0,51,0,36,900327,456199,"其他家庭電器批發",458299,"其他運動用品、器材批發",433211,"冷凍、通風、空調系統裝修工程","285111","家用冷氣機製造"
12699396,"95599A5D4B",1e+07,2,FALSE,8,2,4,4,5,900406,464314,"原動機批發",293999,"未分類其他通用機械設備製造",NA,NA,NA,NA
12702977,"C09F9DA3FC",1121164000,2,FALSE,10,62,1,29,1,900111,283100,"電線及電纜製造",NA,NA,NA,NA,NA,NA
12705572,"4FB80DAD11",2e+07,3,FALSE,1,0,0,0,0,910901,461516,"建材五金（基本金屬）批發",NA,NA,NA,NA,NA,NA
12710174,"F23C24F8BD",6e+07,1,FALSE,8,0,8,0,7,910520,199012,"工業助劑製造",193012,"清潔劑製造",456799,"其他清潔用品批發","474917","清潔用品零售"
12712601,"9F42E3588C",28950000,2,FALSE,1,0,21,0,17,891212,481014,"居家修繕用品零售",462199,"其他化學原料批發",461111,"木材批發","381114","資源回收物清除"
12716260,"2220FD8CC7",1.6e+07,2,FALSE,7,0,0,0,0,891217,269911,"電子連接器（線）製造",464299,"其他電子設備及其零組件批發",340099,"其他產業用機械設備維修及安裝","639900","未分類其他資訊供應服務"
12718984,"EBF05D3A65",4e+08,2,FALSE,0,3,13,5,17,910625,281099,"其他發電、輸電、配電機械製造",273099,"其他視聽電子產品製造",272915,"區域網路及寬頻網路設備製造","269911","電子連接器（線）製造"
12725866,"B589CFF355",266200000,2,FALSE,2,60,28,63,22,891222,451099,"其他商品經紀",NA,NA,NA,NA,NA,NA
12732959,"9F8DE0B677",1.2e+07,3,FALSE,0,0,0,0,0,900209,464111,"電腦及電腦週邊設備批發",NA,NA,NA,NA,NA,NA
12736322,"9592E786E3",3.6e+07,1,FALSE,14,25,0,13,0,900201,332900,"其他醫療器材及用品製造",303099,"其他汽車零件製造",465311,"汽車零件、汽車百貨批發","464915","醫療機械設備批發"
12737103,"30416D1DBC",6.5e+07,2,FALSE,0,1,16,1,18,900202,461599,"其他金屬建材批發",NA,NA,NA,NA,NA,NA
12737547,"53EC9CD6E6",6e+06,2,FALSE,4,16,0,21,0,900116,465311,"汽車零件、汽車百貨批發",476299,"其他運動用品、器材零售",NA,NA,NA,NA
12738356,"83058ADFB6",1.1e+08,2,FALSE,7,2,0,1,1,900416,451099,"其他商品經紀",277999,"未分類其他光學儀器及設備製造",NA,NA,NA,NA
12738623,"81433E9026",7.7e+08,2,FALSE,4,526,16,479,19,900507,220999,"未分類其他塑膠製品製造",NA,NA,NA,NA,NA,NA
12741113,"E2421AAD27",3e+07,2,FALSE,6,57,4,42,2,900109,259100,"螺絲、螺帽及鉚釘製造",303099,"其他汽車零件製造",312200,"機車零件製造","184200","合成橡膠製造"
12742226,"5C210146E2",27849000,2,FALSE,3,9,1,7,0,900320,283211,"電線開關、電插座製造",740200,"工業設計",NA,NA,NA,NA
12745477,"13B351A892",1.2e+07,2,FALSE,4,13,0,11,0,900216,465311,"汽車零件、汽車百貨批發",NA,NA,NA,NA,NA,NA
12751006,"C7DC7A057B",1e+07,2,FALSE,0,17,0,10,0,900227,273014,"音響設備製造",464211,"電子器材、電子設備批發",NA,NA,NA,NA
12754664,"24F1A41B7B",2.5e+07,1,TRUE,0,4,0,11,0,900327,292999,"其他未分類專用機械設備製造",464211,"電子器材、電子設備批發",464314,"原動機批發","487112","電視購物、網路購物"
12756403,"D3E02D99F7",5e+06,3,FALSE,3,0,1,0,2,920901,455999,"未分類其他服飾品批發",473312,"鞋類及其配件（真皮鞋類及其配件除外）零售",473911,"行李箱、旅行袋、背包、公事包、化粧箱零售","451099","其他商品經紀"
12756945,"3DDD8BA8FD",1.1e+07,2,FALSE,0,0,0,0,0,900308,452000,"綜合商品批發",455211,"服裝批發",NA,NA,NA,NA
12757634,"984C6C7913",54200000,2,FALSE,2,7,0,6,0,900326,332900,"其他醫療器材及用品製造",NA,NA,NA,NA,NA,NA
12762756,"FD2E44B356",1e+06,1,FALSE,6,0,0,0,0,900322,303099,"其他汽車零件製造",319099,"其他未分類運輸工具及其零件製造",259100,"螺絲、螺帽及鉚釘製造","251199","其他金屬手工具製造"
12767387,"1BAE1114E7",242800000,2,FALSE,0,47,5,41,13,900622,263000,"印刷電路板製造",264200,"發光二極體製造",NA,NA,NA,NA
12767892,"612BB0C259",224915250,2,FALSE,7,124,18,137,54,900518,161100,"印刷",NA,NA,NA,NA,NA,NA
12769786,"CD4A866455",117500000,2,FALSE,1,0,12,0,27,900515,272999,"未分類其他通訊傳播設備製造",289099,"未分類其他電力設備製造",NA,NA,NA,NA
12769998,"C9900403BC",9.2e+07,2,FALSE,10,59,0,46,1,900530,293800,"動力手工具製造",303099,"其他汽車零件製造",312200,"機車零件製造","465311","汽車零件、汽車百貨批發"
12780635,"4B9EE7545D",159933330,2,TRUE,39,69,2,66,1,900410,456212,"進口家具（辦公室家具除外）批發",282011,"一次電池製造",277999,"未分類其他光學儀器及設備製造","292999","其他未分類專用機械設備製造"
12781705,"4C51008DC8",5e+06,3,FALSE,3,0,0,0,0,900411,464920,"電力設備器材批發",NA,NA,NA,NA,NA,NA
12782296,"055045862D",24500000,2,FALSE,11,4,0,4,0,900417,464211,"電子器材、電子設備批發",464211,"電子器材、電子設備批發",740999,"未分類其他專門設計服務",NA,NA
12782325,"1F1A8AE80D",5e+06,2,FALSE,4,0,0,0,0,900412,484311,"汽車零件、汽車百貨零售",484314,"機車零件、機車百貨零售",465311,"汽車零件、汽車百貨批發","465314","機車零件、機車百貨批發"
12789615,"2A9CB7667E",1.5e+07,2,FALSE,0,13,11,10,25,900817,293999,"未分類其他通用機械設備製造",254399,"其他金屬熱處理",NA,NA,NA,NA
12800061,"BD1E54950A",1140597000,2,FALSE,14,318,144,211,69,910412,277999,"未分類其他光學儀器及設備製造",NA,NA,NA,NA,NA,NA
12800225,"25BFE663F0",0,1,FALSE,21,64220,4495,59347,8011,930506,269999,"其他未分類電子零組件製造",451099,"其他商品經紀",281099,"其他發電、輸電、配電機械製造","282011","一次電池製造"
12800294,"63F959AC0B",1891190900,2,FALSE,12,241,77,218,113,920716,272112,"有線電話製造",272915,"區域網路及寬頻網路設備製造",261111,"磊晶矽晶圓製造",NA,NA
12800392,"11A079DB6C",0,2,FALSE,11,544,543,433,435,920909,332900,"其他醫療器材及用品製造",464915,"醫療機械設備批發",272915,"區域網路及寬頻網路設備製造","464299","其他電子設備及其零組件批發"
12800908,"768F80A9E8",386493400,2,FALSE,1,145,55,129,30,950707,264200,"發光二極體製造",264111,"液晶面板製造",269911,"電子連接器（線）製造","262000","被動電子元件製造"
12804123,"1D6E510BBE",4.7e+08,1,FALSE,14,0,0,0,0,900516,292999,"其他未分類專用機械設備製造",292800,"電子及半導體生產用機械設備製造",274013,"空白光碟片製造","702099","其他管理顧問服務"
12805164,"141D35D7F7",219400000,2,FALSE,14,36,1,32,3,900528,464211,"電子器材、電子設備批發",269999,"其他未分類電子零組件製造",NA,NA,NA,NA
12810618,"CC1D0B88DB",106146330,2,FALSE,1,21,4,17,2,901231,332900,"其他醫療器材及用品製造",457113,"醫療耗材批發",NA,NA,NA,NA
12818920,"4056ECDEFB",1e+07,2,FALSE,4,4,0,3,0,900611,254411,"基本金屬表面處理",NA,NA,NA,NA,NA,NA
12822591,"E6749E80EC",56600000,3,FALSE,2,0,54,0,44,900626,455911,"行李箱、旅行袋、背包、公事包、化粧箱批發",473911,"行李箱、旅行袋、背包、公事包、化粧箱零售",130312,"仿皮革及其他材料製行李箱及手提袋製造","130311","皮革製行李箱及手提袋製造"
12823487,"9D9593E63B",2.8e+07,3,FALSE,3,0,0,0,0,901201,620111,"遊戲軟體設計",631100,"入口網站經營",NA,NA,NA,NA
12825703,"026C61C00E",3e+08,2,FALSE,9,187,133,198,132,900621,740200,"工業設計",464211,"電子器材、電子設備批發",461515,"建材五金（螺絲、螺帽、鉚釘等金屬製品）批發","269999","其他未分類電子零組件製造"
12827435,"99E1D239D1",3.3e+07,2,FALSE,22,20,5,15,4,900711,269999,"其他未分類電子零組件製造",NA,NA,NA,NA,NA,NA
12828053,"7773165EB0",173712000,2,FALSE,6,53,5,56,6,900627,269999,"其他未分類電子零組件製造",464299,"其他電子設備及其零組件批發",464111,"電腦及電腦週邊設備批發",NA,NA
12830585,"C71991D2C0",2.9e+07,2,FALSE,1,2,1,6,4,900711,464211,"電子器材、電子設備批發",483111,"電腦及電腦週邊設備零售",451099,"其他商品經紀","433112","電路工程"
12838616,"03F33E2206",1e+07,2,FALSE,7,3,0,4,0,900718,456916,"玻璃器皿、餐具批發",456399,"其他家飾品批發",454811,"茶葉批發","474211","國產家具（辦公室家具除外）零售"
12839930,"438E1D6B7C",1.64e+08,2,FALSE,14,80,66,65,55,911126,261212,"電晶體製造",NA,NA,NA,NA,NA,NA
12841794,"0E65284B3C",2.85e+08,2,FALSE,1,59,5,9,2,900801,464211,"電子器材、電子設備批發",NA,NA,NA,NA,NA,NA
12841871,"FF996B44FE",251386710,2,FALSE,4,112,0,74,1,900724,291299,"其他金屬切削工具機製造",NA,NA,NA,NA,NA,NA
12847853,"0A4EE23066",0,1,FALSE,0,37,0,20,2,900810,220300,"工業用塑膠製品製造",452000,"綜合商品批發",NA,NA,NA,NA
12854740,"E219D4EF4A",210507290,3,FALSE,2,73,1,80,5,900420,111114,"毛紡紗紡製",112411,"圓編針織布製造",113000,"不織布製造","112299","其他人造纖維梭織布製造"
12858252,"11E8EC9663",7.5e+08,1,FALSE,2,21,10,46,19,900820,269999,"其他未分類電子零組件製造",293999,"未分類其他通用機械設備製造",332900,"其他醫療器材及用品製造","475199","其他藥品及醫療用品零售"
12861019,"A1BF2DC1B9",0,2,TRUE,58,8612,5708,6025,2993,900719,269999,"其他未分類電子零組件製造",271100,"電腦製造",464211,"電子器材、電子設備批發","471999","未分類其他綜合商品零售"
12864297,"E62B50FD01",6e+06,3,FALSE,0,4,0,0,0,900524,472914,"飲料零售",455211,"服裝批發",473211,"服裝零售","473911","行李箱、旅行袋、背包、公事包、化粧箱零售"
12868358,"7148987AE0",0,2,FALSE,41,3215,3156,1360,1582,900530,271100,"電腦製造",272111,"手機製造",620211,"系統整合","269999","其他未分類電子零組件製造"
12871564,"3ADB98EA3C",171926860,2,FALSE,0,12,0,5,0,900615,464211,"電子器材、電子設備批發",464211,"電子器材、電子設備批發",NA,NA,NA,NA
12873063,"D4F86EE3FF",102240000,3,FALSE,7,31,8,30,9,900713,457113,"醫療耗材批發",464915,"醫療機械設備批發",332900,"其他醫療器材及用品製造","457199","其他藥品及醫療用品批發"
12873676,"0837E0FCEE",1.5e+08,2,FALSE,7,201,81,164,59,900627,242211,"鋁合金鑄造",740200,"工業設計",NA,NA,NA,NA
12882231,"D1455825B9",5e+06,2,FALSE,6,26,3,16,2,900828,464320,"金屬加工用機械批發",NA,NA,NA,NA,NA,NA
12882675,"5E6283BE4C",762740000,2,TRUE,21,18,3,14,2,900813,293999,"未分類其他通用機械設備製造",433212,"管道工程",284299,"其他照明器具製造","487112","電視購物、網路購物"
12886243,"E960CF235B",2.8e+07,2,FALSE,1,3,0,0,1,900820,220912,"強化塑膠製品製造",455217,"帽子批發",NA,NA,NA,NA
12890247,"55D79EABF7",29500000,2,FALSE,0,20,0,16,0,900905,456211,"國產家具（辦公室家具除外）批發",462112,"塑膠材料批發",321912,"塑膠家具及裝設品製造","455312","鞋類及其配件（真皮鞋類及其配件除外）批發"
12890464,"861BD87ED3",3e+08,2,FALSE,41,20,2,35,3,930415,194099,"其他化粧品製造",457299,"其他化粧品批發",456799,"其他清潔用品批發","456999","未分類其他家庭器具及用品批發"
12894047,"7C31B21943",308077380,3,FALSE,11,9,6,5,14,900903,620212,"系統規劃、分析及設計",483111,"電腦及電腦週邊設備零售",NA,NA,NA,NA
12894840,"8C0CA85E07",928377000,2,FALSE,6,9,40,0,8,900904,220300,"工業用塑膠製品製造",220911,"塑膠日用品製造",456999,"未分類其他家庭器具及用品批發","451099","其他商品經紀"
12900202,"F3CA9E06E0",64030000,2,FALSE,5,8,4,7,6,910404,303011,"汽車電力系統製造",312200,"機車零件製造",NA,NA,NA,NA
12901743,"111AEC6939",182652000,2,FALSE,2,88,193,32,53,901009,242211,"鋁合金鑄造",469112,"廢五金批發",249100,"其他基本金屬鑄造",NA,NA
12903088,"FD81E94BE3",1e+06,2,FALSE,1,0,0,0,0,901210,434012,"油漆粉刷、壁飾（紙）張貼工程",434011,"室內裝潢工程",740100,"室內設計","434015","室內裝修工程"
12907747,"B319EC52F3",1325363790,2,FALSE,20,550,173,292,75,901019,456112,"家庭照明器材批發",NA,NA,NA,NA,NA,NA
12910264,"3B99D08DF2",1.68e+08,2,FALSE,11,48,14,85,9,901029,464211,"電子器材、電子設備批發",277999,"未分類其他光學儀器及設備製造",NA,NA,NA,NA
12916627,"F9971FCE58",190575000,2,FALSE,1,2,72,2,87,901116,242111,"鋁精鍊",249100,"其他基本金屬鑄造",254411,"基本金屬表面處理","451099","其他商品經紀"
12927477,"6DC6994335",738577120,2,FALSE,5,698,283,1093,301,901115,269999,"其他未分類電子零組件製造",NA,NA,NA,NA,NA,NA
12929545,"00C91B01EF",29600000,1,FALSE,0,0,0,0,0,901203,454111,"蔬菜批發",454212,"禽肉批發",454311,"魚類批發","089111","糕餅麵包製造"
12936258,"D7B50CF2F3",193050000,2,FALSE,9,179,0,150,0,900810,313200,"自行車零件製造",NA,NA,NA,NA,NA,NA
12942033,"20A53FE87E",5e+06,2,FALSE,4,4,0,4,0,900904,303099,"其他汽車零件製造",465311,"汽車零件、汽車百貨批發",NA,NA,NA,NA
12943883,"C23BC15495",252350000,2,FALSE,0,160,24,119,8,900928,464211,"電子器材、電子設備批發",184111,"聚酯粒製造",NA,NA,NA,NA
12947467,"C48A2E310D",474510000,2,FALSE,1,4,57,2,14,910327,464211,"電子器材、電子設備批發",NA,NA,NA,NA,NA,NA
12948162,"CDF5FC4A9D",409434800,3,FALSE,8,32,50,17,32,901114,464211,"電子器材、電子設備批發",NA,NA,NA,NA,NA,NA
12948851,"BE2CE37BC6",6e+06,3,FALSE,2,3,0,3,1,901012,456211,"國產家具（辦公室家具除外）批發",456311,"寢具批發",NA,NA,NA,NA
12948867,"A75343250F",1.08e+09,2,FALSE,4,246,3,232,9,900912,112112,"棉混紡梭織布製造",NA,NA,NA,NA,NA,NA
12956063,"512FDA4727",1893838160,2,FALSE,8,24,6,4,14,901107,269999,"其他未分類電子零組件製造",NA,NA,NA,NA,NA,NA
12963888,"7F612428A5",1.5e+07,3,FALSE,5,18,3,17,3,910103,452000,"綜合商品批發",456512,"眼鏡及眼鏡零件批發",NA,NA,NA,NA
12964423,"1647F51325",443027000,3,FALSE,3,303,65,227,62,901225,464211,"電子器材、電子設備批發",740200,"工業設計",NA,NA,NA,NA
12974055,"1CC6EB1B65",311500000,2,FALSE,11,535,250,418,158,910129,464211,"電子器材、電子設備批發",620212,"系統規劃、分析及設計",451099,"其他商品經紀",NA,NA
12974560,"8DB3F724F6",8e+06,3,FALSE,4,0,0,0,0,910115,461312,"磁磚批發",461913,"平板玻璃批發",456213,"廚具批發","456213","廚具批發"
12977969,"75B83F864A",5e+06,2,TRUE,10,0,0,1,0,910130,455999,"未分類其他服飾品批發",456999,"未分類其他家庭器具及用品批發",464111,"電腦及電腦週邊設備批發","458399","其他玩具、娛樂用品批發"
12979925,"B4DFBEAC53",0,1,FALSE,17,789,190,474,124,910124,261211,"二極體製造",284299,"其他照明器具製造",469999,"其他未分類專賣批發",NA,NA
12981014,"77E0620635",1e+07,2,FALSE,7,32,0,22,0,901128,458312,"玩具批發",458399,"其他玩具、娛樂用品批發",331299,"其他玩具製造","321100","木製家具製造"
12983884,"74F320BEC6",2.3e+08,2,FALSE,10,1,69,5,90,901128,461516,"建材五金（基本金屬）批發",456999,"未分類其他家庭器具及用品批發",456199,"其他家庭電器批發",NA,NA
12997819,"A67B54310C",1.05e+09,1,FALSE,5,4,239,1,266,901224,456199,"其他家庭電器批發",464211,"電子器材、電子設備批發",273099,"其他視聽電子產品製造","740999","未分類其他專門設計服務"
12998465,"4BFA20853A",5e+06,1,FALSE,0,0,0,0,0,910110,464211,"電子器材、電子設備批發",483111,"電腦及電腦週邊設備零售",NA,NA,NA,NA
12998747,"47708E5A89",6.7e+07,2,FALSE,3,0,2,0,1,901227,293599,"其他輸送機械設備製造",422015,"自來水總管及長程、市區管線營建",293700,"污染防治設備製造","433113","電梯、電扶梯、升降機工程"
